,road_code,road,road_slice,road_type,district
336,4К700,"""Тошкент-Ўнқўрғон қ.-Ёнариқ қ.- М-39 автойўли (808км)""",0-11,Маҳаллий,Қибрай тумани
337,4К700а,"""Тошкент-Ўнқўрғон қ.-Ёнариқ қ.- М-39 автойўли (808км)""                 - Яхна ичимликлар комбинатига шахобча",0-1,Маҳаллий,Қибрай тумани
338,4К700б,"""Тошкент-Ўнқўрғон қ.-Ёнариқ қ.- М-39 автойўли (808км)"" -Тараққий участкасига шахобча",0-3,Маҳаллий,Қибрай тумани
339,4К701,"""Ўнқўрғон қ.-ТошТЭС-Тошкент трактор заводи""",0-5,Маҳаллий,Қибрай тумани
340,4К701а,"""Ўнқўрғон қ.-ТошТЭС-Тошкент трактор заводи""                                  - Вилоят касалхонасига шахобча",0-1,Маҳаллий,Қибрай тумани
341,4К711,"4Р-5""а"" автойўли-Қипчоқ қ.",0-2,Маҳаллий,Қибрай тумани
342,4К739 в,"""Тошкент ш. - Чирчиқ ш. - Чимён қ."" ""Ўйингох"" ва ""Бўстон"" сихатгохига шахобча",0-3,Маҳаллий,Қибрай тумани
343,4Н696,"""Май қ.-Хўжақўрғон қ.""",0-4,Маҳаллий,Қибрай тумани
344,4Н697,"""Ўнқўрғон қ.-Бирлик қ.""",0-6,Маҳаллий,Қибрай тумани
345,4Р-12а,Бектемир ш.-Чирчик ш.-Газалкент ш.-Чорбог кургони Янгибазар шахрига шахобча,0-4,Давлат,Юқоричирчиқ тумани
346,4Р-14,Газалкент ш.-Чирчик шахри-Янгибазар к.-Жумабозор к.-Уртасарай к..-Туйтепа ш.,22-60,Давлат,Юқоричирчиқ тумани
347,4Р-16,Бектемир-Чирчик а/й-Бордонкул к.-Жумабозор к.-Кизилтог ш.,0-23,Давлат,Юқоричирчиқ тумани
348,4Р-15,А373 автойўли (42 км) - Қизилтоғ ш. - Паркент ш. - Янгибозор қ.,66-69,Давлат,Юқоричирчиқ тумани
349,4К719,"""Янгибозор қ.-Қирғизовул қ.-Аччиқсой қ.-Паркент ш.""",0-6,Маҳаллий,Юқоричирчиқ тумани
350,4К719а,"""Янгибозор қ.-Қирғизовул қ.-Аччиқсой қ.-Паркент ш."" Кавардан қишлоғига  шахобча",0-1,Маҳаллий,Юқоричирчиқ тумани
351,4К720а,"""Паркент ш.-Қорақалпоқ қ."" Белсинди қишлоғига шахобча",0-2,Маҳаллий,Юқоричирчиқ тумани
352,4Н706,"""Янгибозор-Тўйтепа"" автойўли - Охунбобоев қ.",0-2,Маҳаллий,Юқоричирчиқ тумани
353,4К721,"""Кангли қ.-Қурсой қ.""",0-6,Маҳаллий,Юқоричирчиқ тумани
354,4К727,"""Қипчоқ қ.-Авангард қ.""",0-8,Маҳаллий,Юқоричирчиқ тумани
355,4К727а,"""Қипчоқ қ.-Авангард қ."" -Бирлик шахарчасига шахобча",0-2,Маҳаллий,Юқоричирчиқ тумани
356,4К785б,"А-373 ""а"" автойўлидан -Саноат базасига шахобча",0-1,Маҳаллий,Юқоричирчиқ тумани
357,4К692,4Р-12 автойўли  -Ўзбекистон қишлоғига,0-3,Маҳаллий,Юқоричирчиқ тумани
358,4К722,4Р-12 автойўли  -Дўстлик қ.,0-5,Маҳаллий,Юқоричирчиқ тумани
359,4Н705,4Р15 а/йўли-Янгибозор-Дархон қ.,0-1,Маҳаллий,Юқоричирчиқ тумани
360,4К723,"""Янгибозор шахарчаси-Арғанчи қ.-Мамут қ.""",0-22,Маҳаллий,Юқоричирчиқ тумани
361,4К723а,"""Янгибозор шахарчаси-Арғанчи қ.-Мамут қ .""- Каноп корхонасига (10км) шахобча",0-4,Маҳаллий,Юқоричирчиқ тумани
362,4К723б,"""Янгибозор шахарчаси-Арғанчи қ.-Мамут қ ."" Қизил-Ту қишлоғига (9км) шахобча",0-3,Маҳаллий,Юқоричирчиқ тумани
363,4К724," 4Р-12 автойўли (4Км)-Мамут қ.""",0-11,Маҳаллий,Юқоричирчиқ тумани
364,4Н704,"""Жумабозор - Қизилтоғ"" автойўли - ""Сохибкор"" қ.",0-5,Маҳаллий,Юқоричирчиқ тумани
365,4Н753,4Р-12 автойули (6км) - Саноат базаси,0-1,Маҳаллий,Юқоричирчиқ тумани
366,4К725,"  ""Ўртасарой"" қ.-Паррандачилик фабрикаси ",0-7,Маҳаллий,Юқоричирчиқ тумани
367,4К725а,"  ""Ўртасарой"" қ.-Паррандачилик фабрикаси  - А-373 ""а"" автойўли -  4К-35 автойўли (4Км) шахобчаси",0-4,Маҳаллий,Юқоричирчиқ тумани
368,4Р-22,Туйтепа ш.Оққўрғон ш.Янгиюль,16-36,Давлат,Оққўрғон тумани
369,4Р-9,А373 автойўли - Пскент ш. - Бўка ш. - Алимкент қ. (4Р22 автойўли),21-33,Давлат,Оққўрғон тумани
370,4Р-24,Чиноз ш. - Дустобод ш. - Оққўрғон ш. - А373 автойўли,33-64,Давлат,Оққўрғон тумани
371,4К733 а,"""Гулистон-Оҳангорон"" автойўлидан -Сегизбаев қишлоғига шахобча",0-3,Маҳаллий,Оққўрғон тумани
372,4К741б       ,"""Тўйтепа - Оққўрғон - Янгийўл"" автойўлидан - Оққўрғон шахрига  шахобча",0-5,Маҳаллий,Оққўрғон тумани
373,4К741в       ,"""Тўйтепа - Оққўрғон - Янгийўл"" автойўлидан   -Хонабод қишлоғига  шахобча",0-4,Маҳаллий,Оққўрғон тумани
374,4К741г      ,"""Тўйтепа - Оққўрғон - Янгийўл"" автойўлидан   - Каляс қишлоғига  шахобча",0-4,Маҳаллий,Оққўрғон тумани
375,4К765,"""Олимкент шахарчаси - Тоштўғон қ. - Тошкент денгизи""",0-9,Маҳаллий,Оққўрғон тумани
376,4К766,"""Бўка ш. - Олимкент"" а/йўли - Каляс қ. - Навоий қ.""",0-13,Маҳаллий,Оққўрғон тумани
377,4К767,"""Рамадон қ. - Бойўғли қ.""",6-11.,Маҳаллий,Оққўрғон тумани
378,4К768 ,"""Оққўрғон ш. - Мамут қ. - Оққўрғон қ.",0-26,Маҳаллий,Оққўрғон тумани
379,4К768а,"""Оққўрғон ш. - Мамут қ. - Оққўрғон қ. Ойтамғали қишлоғига шохобча",0-3,Маҳаллий,Оққўрғон тумани
380,4К768б,"""Оққўрғон ш. - Мамут қ. - Оққўрғон қ.",0-3,Маҳаллий,Оққўрғон тумани
381,4К769,"""Инқилоб қ. - Қизилтонг қ. - Элтамғали қ.""",0-5,Маҳаллий,Оққўрғон тумани
382,4К770,"""Элтамғали қ. - Оққўрғон ширкат хўжалигига - Юлдузча қ.""",0-6,Маҳаллий,Оққўрғон тумани
383,4К771а ,"""Чиноз - Оққўрғон - Оқолтин"" автойўлидан  -  4Р-24  автойўлига (54км) шахобча",0-4,Маҳаллий,Оққўрғон тумани
384,4К771  б ,"""Чиноз - Оққўрғон - Оқолтин"" автойўлидан 4Р-24  автойўлига (52км) шохобча",0-7,Маҳаллий,Оққўрғон тумани
385,4К784,"""Оққўрғон ш. - Рамадон қ. - Бўка ш. - Муротали қ.""",0-7,Маҳаллий,Оққўрғон тумани
386,4Н724д,"""Пискент - Бўка - Олимкент"" автойўлидан  Самарқанд қишлоғига  шахобча",0-7,Маҳаллий,Оққўрғон тумани
387,4Н725,"""Олимкент ш. - Бахмал қ. - Жалойир қ.""",0-10,Маҳаллий,Оққўрғон тумани
388,4Н726,"""Сегизбоев қ. - Ғижгон қ.""",0-9,Маҳаллий,Оққўрғон тумани
389,4Р-3,Тошкент ш.Минерал сувлар сихатгохи Абай к.,0-13,Давлат,Тошкент тумани
390,4Р-4,Тошкент ш. - Келес ш. - Қозоқкентсой қ. - М39 автойўли (820  км),0-12,Давлат,Тошкент тумани
391,4Р-4а,Тошкент ш. - Келес ш. - Қозоқкентсой қ. - М39 автойўли (820  км) Сариегоч шахрига шахобча,0-6,Давлат,Тошкент тумани
392,4К702,М-39б автойўли (25км)-Хасанбой қ.-Шўробозор қ.,0-9,Маҳаллий,Тошкент тумани
393,4К703,М-39 автойўли (26км).Октябр қ.-Шўробозор қ.,0-6,Маҳаллий,Тошкент тумани
394,4К704,М-39 автойўли (816км)-Хасанбой қ.,0-2,Маҳаллий,Тошкент тумани
395,4К705,Тошкент-Келес ш.-Киров қ.,0-3,Маҳаллий,Тошкент тумани
396,4К706,Келес-Сариёғоч автойўли (4Км) Пастки мачит қ.-ТуркВО дала ховлиси,0-9,Маҳаллий,Тошкент тумани
397,4К706а,Келес-Сариёгоч автойўли (4Км)Пастки .мачит қ.--ТуркВО дала ховлиси автомобил йўлидан Паррандачилик фермасига шахобча,0-1,Маҳаллий,Тошкент тумани
398,4К707,Тошкент-Келес автойўли-Ғ.Умаров қ.-Қозоқистон Республикаси чегараси,0-5,Маҳаллий,Тошкент тумани
399,4К707а,Тошкент-Келес автойўли-Ғ.Умаров қ.-Қозоқистон Республикаси чегараси.-Ғ.Умаров қишлоғига (4Км) шохобча,0-4,Маҳаллий,Тошкент тумани
400,4К707б,"Тошкент-Келес автойўли-Ғ.Умаров қ.-Қозоқистон Республикаси чегараси,-Ўзбекистон Қишлоғига шохобча",0-2,Маҳаллий,Тошкент тумани
401,4К708а,Тошкент халқа автойўлидан -М.Фозилов қишлоғига шохобча,0-3,Маҳаллий,Тошкент тумани
402,4К709,Олтинтепа қ-Даврон қ-Шамсиобод қ.,0-5,Маҳаллий,Тошкент тумани
403,4К710,Тош.Мин.сув-Янгиобод қ-4Р3 автойўлига (12км),0-6,Маҳаллий,Тошкент тумани
404,4К790,Келес шахрини айланма автойўли,0-2,Маҳаллий,Тошкент тумани
405,4Н698,Ғишткўприк-к.Тельман қ.- М-39 автойўли (806 км),0-11,Маҳаллий,Тошкент тумани
406,4Н699,Келес ш-Хасанбой қ.,0-6,Маҳаллий,Тошкент тумани
407,4Н699а,Келес ш-Хасанбой қ. -Абдурахмонов қишлоғига (3км) шахобча,0-5,Маҳаллий,Тошкент тумани
408,4Н700,Кўктерак қ.-С.Рахимов қ. маркази,0-7,Маҳаллий,Тошкент тумани
409,4Н700а,Кўктерак қ.-С.Рахимов қ. маркази-Ғишт заводига(1км) шахобча,0-2,Маҳаллий,Тошкент тумани
410,4Н701,Тошкент минерал сувлари-Рамадон сув чиқариш станцияси,0-2,Маҳаллий,Тошкент тумани
0,А-373 б,Қўқон шаҳрига (208 — 274 км),28-34,Халқаро,Қўқон шаҳри
1,4Р-17 е,Қўқон шаҳри айланма автойўлига,0-13,Давлат,Қўқон шаҳри
2,4Р-112,Фарғона ҳалқа йўли,299-305,Давлат,Қўқон шаҳри
3,4Р-260,Жомашуй ш. — Тегирмон қ. — Навбаҳор қ. — Қўқон ш.,66-68,Давлат,Қўқон шаҳри
4,4Р-150,Қўқон ш. — Мулкобод қ. — «Гулбоғ — Пунгон» автойўли,0-3,Давлат,Қўқон шаҳри
5,4Р-153,Қўқон ш. — Мингтут қ. — Аэропорт — Сариқўрғон қ.,0-3,Давлат,Қўқон шаҳри
6,4Р-154,Қўқон ш. — Яйпан ш. — Исфара ш.,0-2,Давлат,Қўқон шаҳри
7,4Р-112,Фарғона ҳалқа йўли,176-199,Давлат,Қува тумани
8,4Р-139,А373 автойўли — Шаҳрихон ш. — Қува ш.,19-29,Давлат,Қува тумани
9,4Р-140,Марғилон ш. — Қува ш. — Марҳамат ш. — Аравон қ.,23-46,Давлат,Қува тумани
10,4К-831,Қува ш. — Қува темир йўл станцияси. — Бекобод қ. — Салим қ.,0-13,Маҳаллий,Қува тумани
11,4К-831 а,Найман қишлоғига (7 км),0-3,Маҳаллий,Қува тумани
12,4К-831 б,Қоратепа қишлоғига (7 км) ,0-2,Маҳаллий,Қува тумани
13,4К-832,Боғот қ. — Толмозор қ. — Салим қ.,0-13,Маҳаллий,Қува тумани
14,4К-832 а,Қува шаҳрига (4 км),0-4,Маҳаллий,Қува тумани
15,4К-832 б,Анорзор қишлоғига (6 км),0-3,Маҳаллий,Қува тумани
16,4К-833,Қува темир йўл станцияси. — Хонобод қ. — Тожикқишлоқ қ.,0-18,Маҳаллий,Қува тумани
17,4К-833 а,Оқтепа қишлоғига (3 км),0-4,Маҳаллий,Қува тумани
18,4К-834,Хўжағасан қ. — Қўрғонча қ. — Сойғузар қ.,0-8,Маҳаллий,Қува тумани
19,4К-835,Акбаробод қ. — Туркравот қ. — Қува темир йўл станцияси,0-18,Маҳаллий,Қува тумани
20,4К-836,Туркравот қ. — Намуна қ.,0-10,Маҳаллий,Қува тумани
21,4К-836 а,Янгиқишлоқ қишлоғига (2 км) ,0-2,Маҳаллий,Қува тумани
22,4К-836 б,Қирғизмаҳалла қишлоғига (9 км),0-4,Маҳаллий,Қува тумани
23,4К-837,Арсиф қ. — Янгичек қ. — Мозортаги қ.,0-11,Маҳаллий,Қува тумани
24,4К-838,Қалача қ. — Акбаробод қ. — Гулистон қ.,0-15,Маҳаллий,Қува тумани
25,4К-920 а,Каркидон сув омборига,0-7,Маҳаллий,Қува тумани
26,4К-920 б,Фарғона дам олиш масканига,0-4,Маҳаллий,Қува тумани
27,4К-920 г,Қува ҳалқа автойўлига,0-11,Маҳаллий,Қува тумани
28,4К-906,Қорақум қ. — Тельман қ.,0-10,Маҳаллий,Қува тумани
29,4К-906 а,Чирмон қишлоғига (3 км),0-6,Маҳаллий,Қува тумани
30,4Н-831,Султонобод қ. — Дашт қ. — Қирғиз қ.,0-9,Маҳаллий,Қува тумани
31,4Н-832,Найгут қ. — Деҳқонобод қ. — Қирғизистон Республикаси чегараси,0-8,Маҳаллий,Қува тумани
32,4Н-834,Қува қ. — Ўроқбоши қ.,0-4,Маҳаллий,Қува тумани
33,4Н-834 а,Эшакчи қишлоғига (4 км),0-1,Маҳаллий,Қува тумани
34,4Н-966, Ёғжувоз қ. — Салим қ.,0-3,Маҳаллий,Қува тумани
35,4Н-835,Янгиқишлоқ қ. — Бўстон қ.,0-9,Маҳаллий,Қува тумани
36,4н-835 а,Акбаробод қишлоғига (7 км),0-8,Маҳаллий,Қува тумани
37,4Н-835 б,Новкент қишлоғига (2 км),0-4,Маҳаллий,Қува тумани
38,4Р-112,Фарғона ҳалқа йўли,199-204,Давлат,Қувасой шаҳри
39,4Р-112,Фарғона ҳалқа йўли,208-211,Давлат,Қувасой шаҳри
40,4Р-142,Қувасой ш. — Арсиф қ.,0-22,Давлат,Қувасой шаҳри
41,4Р-143,Фарғона ш. — Қувасой ш. — Қизилқия ш.,5-25,Давлат,Қувасой шаҳри
42,4Р-204,Фарғона ҳалқа йўли — Сўфан қ. — Қирғизистон Республикаси чегараси,0-24,Давлат,Қувасой шаҳри
43,4Р-205 а,Қувасой шаҳрига,0-6,Давлат,Қувасой шаҳри
44,4К-843,Қобулбек қ. — Лашкар қ. — Валик қ. ,0-14,Маҳаллий,Қувасой шаҳри
45,4К-844, Қувасой шаҳри — Полвон қ.,0-8,Маҳаллий,Қувасой шаҳри
46,4К-907,Қўчқорчи қ. — Арсиф қ.,0-13,Маҳаллий,Қувасой шаҳри
47,4К-907 а,Сўфон қишлоғига ,0-7,Маҳаллий,Қувасой шаҳри
48,4К-907 б,Қалача қишлоғига ,0-2,Маҳаллий,Қувасой шаҳри
49,4Н-840, Пакана қ. — Ўрикзор қ. — Кокир қ.,0-5,Маҳаллий,Қувасой шаҳри
50,4Н-841,Лашкар қ. — Пахтаучун қ.,0-13,Маҳаллий,Қувасой шаҳри
51,4Н-842,Ўрикзор қ. — Дамкўл қ. — Аввал қ. — Чек қ.,8-15,Маҳаллий,Қувасой шаҳри
52,4Н-842 б,Пакана қишлоғига,0-4,Маҳаллий,Қувасой шаҳри
53,4Н-846, Қувасой қ. — Малик қ. — Оқтом қ.,0-8,Маҳаллий,Қувасой шаҳри
54,4Н-912, Қувасой ш. — Тожик қ. — Муян қ.,0-2,Маҳаллий,Қувасой шаҳри
55,4Н-965, Ўртақишлоқ қ. — Чек қ.,0-8,Маҳаллий,Қувасой шаҳри
56,А-373,М39 автойўли — Гулистон — Бўка — Ангрен — Қўқон ва Андижон орқали — Ўш,345-349,Халқаро,Олтиариқ тумани
57,4Р-112,Фарғона ҳалқа йўли,231-259,Давлат,Олтиариқ тумани
58,4Р-147,Марғилон ш. — Риштон ш. — Ўқчи қ. — Каримдевона қ — Конибодом ш.,11-32,Давлат,Олтиариқ тумани
59,4Р-148,4Р115 автойўли — Янгиқадам қ. — Учуй қ. — Олтиариқ ш. — Чимён қ. — Водил қ.,36-68,Давлат,Олтиариқ тумани
60,4Р-148 а,Фурқат темир йул станциясига,0-8,Давлат,Олтиариқ тумани
61,4Р-148 б,Олтиариқ темир йул станциясига,0-11,Давлат,Олтиариқ тумани
62,4К-854,Хонобод қ. — Солижонобод қ. — Қизилтепа қ.,24-30,Маҳаллий,Олтиариқ тумани
63,4К-857 ,Зафаробод қ. — Янгиҳаёт қ. — Қозоқовул қ.,0-32,Маҳаллий,Олтиариқ тумани
64,4К-857а,Меҳнатобод қишлоғига (6 км),0-10,Маҳаллий,Олтиариқ тумани
65,4К-857б,Янгиҳаёт қишлоғига (18 км),0-1,Маҳаллий,Олтиариқ тумани
66,4К-861,Абай қ. — Катта Андижон канали — «Зафаробод — Олтиариқ» автойўли,10-18,Маҳаллий,Олтиариқ тумани
67,4К-863, Бадиш қ. — Белариқ қ. — Меҳнатобод қ.,7-25,Маҳаллий,Олтиариқ тумани
68,4К-863а,Ҳамза шаҳрига (11 км),0-6,Маҳаллий,Олтиариқ тумани
69,4К-863б,Азимобод қишлоғига (17 км),0-3,Маҳаллий,Олтиариқ тумани
70,4К-863в,Зурайкмомо зиёратгоҳига (9 км),0-4,Маҳаллий,Олтиариқ тумани
71,4К-865,Ёшлик қ. — Қизилтепа сиҳатгоҳи,0-17,Маҳаллий,Олтиариқ тумани
72,4К-866,Ҳамза ш. — Қизилтепа қ. ,0-10,Маҳаллий,Олтиариқ тумани
73,4К-866а,Юнусобод қишлоғига (2 км) ,0-3,Маҳаллий,Олтиариқ тумани
74,4К-866б,Қизилтепа қишлоғига (9 км) ,0-4,Маҳаллий,Олтиариқ тумани
75,4К-866в,Собиров ф/х га (7 км),0-4,Маҳаллий,Олтиариқ тумани
76,4К-866г,Нуробод қишлоғига (2 км),0-7,Маҳаллий,Олтиариқ тумани
77,4К-867а,Файзиобод қишлоғига (240 км) ,0-7,Маҳаллий,Олтиариқ тумани
78,4К-910, Қизилтепа қ. — А373 автойўли,0-14,Маҳаллий,Олтиариқ тумани
79,4К-911,4Р-147автойул - Катпут кишлоги (0-10),0-10,Маҳаллий,Олтиариқ тумани
80,4К-914,Янгиобод қ. — А373 автойўли — Янгиқадам қ. ,0-21,Маҳаллий,Олтиариқ тумани
81,4К-914 А,Қизилтепа қишлоғига (4 км),0-3,Маҳаллий,Олтиариқ тумани
82,4К-914 Б,Янгиобод қишлоғига (5 км),0-5,Маҳаллий,Олтиариқ тумани
83,4Н-852, Хонқиз қ. — Кураш қ. — Бурбалик қ.,7-13,Маҳаллий,Олтиариқ тумани
84,4Н-861, Пахтакор қ. — II Қизилтепа қ.,0-9,Маҳаллий,Олтиариқ тумани
85,4Н-862,Катта Фарғона канали — Оқбўйра қ. — Зилха қ.,0-7,Маҳаллий,Олтиариқ тумани
86,4Н-862а,Файзиобод қишлоғига (4 км),0-2,Маҳаллий,Олтиариқ тумани
87,4Н-863, Полосон қ. — Повулгон қ.,0-6,Маҳаллий,Олтиариқ тумани
88,4Н-864, Қапчиғай қ. — Юксалиш қ. — Катта Фарғона канали,0-8,Маҳаллий,Олтиариқ тумани
89,4Н-865,Сертут қ. — Эскиараб қ.,0-9,Маҳаллий,Олтиариқ тумани
90,4Н-865а,Юксалиш қишлоғига ,0-4,Маҳаллий,Олтиариқ тумани
91,4Н-886, А373 автойўли — Зафаробод қ. — Наманган вилояти чегараси,0-17,Маҳаллий,Олтиариқ тумани
92,4Н-890, А373 автойўли — Ғаллакор қ.,0-2,Маҳаллий,Олтиариқ тумани
93,4Н-908,4Р148 автойўли (3 км) — Азимобод қ.,0-7,Маҳаллий,Олтиариқ тумани
94,4Н-923,Полосон қ. — Тошбўйра қ. — Оқбўйра қ.,0-4,Маҳаллий,Олтиариқ тумани
95,4Н-924, Янгиобод қ. — Мадалиев қ.,0-2,Маҳаллий,Олтиариқ тумани
96,4Н-968,«Олтиариқ — Учуй» автойўли — Катта Андижон каналидаги сувни оқизиш жойи,0-3,Маҳаллий,Олтиариқ тумани
97,А-373,М39 автойўли — Гулистон — Бўка — Ангрен — Қўқон ва Андижон орқали — Ўш,341-345,Халқаро,Боғдод тумани
98,А-373 б,Қўқон шаҳрига (208 — 274 км),53-66,Халқаро,Боғдод тумани
99,4Р-148,4Р115 автойўли — Янгиқадам қ. — Учуй қ. — Олтиариқ ш. — Чимён қ. — Водил қ.,25-36,Давлат,Боғдод тумани
100,4Р-148 аА,Фурқат темир йул станциясига,8-23,Давлат,Боғдод тумани
101,4Р-112,Фарғона ҳалқа йўли,273-289,Давлат,Боғдод тумани
102,4К-869,Боғдод ш. — Навбаҳор қ. — II Қизилтепа қ.,0-14,Маҳаллий,Боғдод тумани
103,4К-869а,Боғдод шаҳарчаси (3 км),0-4,Маҳаллий,Боғдод тумани
104,4К-869б,Фурқат темир йўл станциясига (11 км),0-7,Маҳаллий,Боғдод тумани
105,4К-870,Боғдод қ. — 7 Чопдор қ.,0-14,Маҳаллий,Боғдод тумани
106,4К-870а,Қирқиболди қишлоғига (9 км),0-7,Маҳаллий,Боғдод тумани
107,4К-875,Дашт қ. — Кенагас қ. — Отхона қ.,0-14,Маҳаллий,Боғдод тумани
108,4К-875а,Ёйилма қишлоғига (9 км) ,0-5,Маҳаллий,Боғдод тумани
109,4К-876, Қўштегирмон қ. — Каримбобо қ. — Хонобод қ.,0-15,Маҳаллий,Боғдод тумани
110,4К-877, Янгиқўрғон қ. — Ултарма қ. — Қақир қ.,3-10,Маҳаллий,Боғдод тумани
111,4К-878,Боғдод қ. — Дашт қ. — Ултарма қ.,0-13,Маҳаллий,Боғдод тумани
112,4К-878а,Қашқармакон қишлоғига (4 км) ,0-4,Маҳаллий,Боғдод тумани
113,4К-879,Боғдод қ. — Ёйилма қ. ,0-14,Маҳаллий,Боғдод тумани
114,4К-920в ,Янгиқўрғон қишлоғига,0-9,Маҳаллий,Боғдод тумани
115,4Н-868,Қўштегирмон қ. — Олчин қ.,0-6,Маҳаллий,Боғдод тумани
116,4Н-868а,Янгиқишлоқ қишлоғига (5 км),0-2,Маҳаллий,Боғдод тумани
117,4Н-869,Чигит қ. — Чуваланчи қ.,0-4,Маҳаллий,Боғдод тумани
118,4Н-870,Мирзаобод қ. — Боғдод қ. — Чексарой қ.,0-12,Маҳаллий,Боғдод тумани
119,4Н-891,Хўжақишлоқ қ. — Ҳамзаобод қ.,0-14,Маҳаллий,Боғдод тумани
120,4Н-891а,Ҳамзаобод қишлоғига (7 км),0-3,Маҳаллий,Боғдод тумани
121,4Н-891б,Навбаҳор қишлоғига (11 км),0-5,Маҳаллий,Боғдод тумани
122,4Н-892,Каримбобо қ. — Ҳамзаобод қ.,0-13,Маҳаллий,Боғдод тумани
123,4Н-893,Каттагон қ. — Навбаҳор қ.,0-18,Маҳаллий,Боғдод тумани
124,4Н-893а,Дашт шағал конига (14 км),0-8,Маҳаллий,Боғдод тумани
125,4Н-894, Конгли қ. — Охунбобоев пахта қабул қилиш пункти,0-4,Маҳаллий,Боғдод тумани
126,4Н-925, Конизар қ. — Чувринди қ.,0-3,Маҳаллий,Боғдод тумани
127,4Н-926,Самарқанд ш. — Навбаҳор қ.,0-7,Маҳаллий,Боғдод тумани
128,4Н-927,Каттакон қ. — Чувринди қ. — Говхона қ.,0-5,Маҳаллий,Боғдод тумани
129,4Н-928, Чувринди қ. — Самандарак қ. — Кўчкан қ.,0-6,Маҳаллий,Боғдод тумани
130,4Н-929,Конгли қ. — Хўжақишлоқ қ.,0-7,Маҳаллий,Боғдод тумани
131,А-373,М39 автойўли — Гулистон — Бўка — Ангрен — Қўқон ва Андижон орқали — Ўш,325-334,Халқаро,Бувайда тумани
132,А-373 б,Қўқон шаҳрига (208 — 274 км),43-53,Халқаро,Бувайда тумани
133,4Р-260,Жомашуй ш. — Тегирмон қ. — Навбаҳор қ. — Қўқон ш.,44-58,Давлат,Бувайда тумани
134,4Р-260 а,Янгикургон шахарчасига,0-10,Давлат,Бувайда тумани
135,4Р-148,4Р115 автойўли — Янгиқадам қ. — Учуй қ. — Олтиариқ ш. — Чимён қ. — Водил қ.,0-25,Давлат,Бувайда тумани
136,4К-876,Қўштегирмон қ. — Каримбобо қ. — Хонобод қ.,15-17,Маҳаллий,Бувайда тумани
137,4К-877,Янгиқўрғон қ. — Ултарма қ. — Қақир қ.,0-3,Маҳаллий,Бувайда тумани
138,4К-881,Учкўприк қ. — Жалойир қ. — Араб қ.,15-20,Маҳаллий,Бувайда тумани
139,4К-882, Бештерак қ. — Араб қ. ,0-9,Маҳаллий,Бувайда тумани
140,4К-882а,Қум қишлоғига (6 км),0-1,Маҳаллий,Бувайда тумани
141,4К-883,Янгиқўрғон қ. — Қўрғонча қ. — Хов қ.,0-21,Маҳаллий,Бувайда тумани
142,4К-883а,Юсуфқўрғонча қишлоғига (5 км),0-2,Маҳаллий,Бувайда тумани
143,4К-883б,Олтинқўрғон қишлоғига (5 км),0-3,Маҳаллий,Бувайда тумани
144,4К-883в,Янгиқадам қишлоғига (11 км),0-1,Маҳаллий,Бувайда тумани
145,4К-884,Қоратепа қ. — Қирғизқўрғонча қ.,0-10,Маҳаллий,Бувайда тумани
146,4К-884а, Хонобод қишлоғига (6 км) ,0-2,Маҳаллий,Бувайда тумани
147,4К-885,Ўроқчи қ. — Бувайда қ.,4-9,Маҳаллий,Бувайда тумани
148,4К-885а,Найман қишлоғига (3 км) ,0-2,Маҳаллий,Бувайда тумани
149,4К-912,Бувайда қ. — Шимолий Боғдод канали,0-5,Маҳаллий,Бувайда тумани
150,4К-915,Деҳқонобод қ. — Чўлқишлоғи қ. — Наманган вилояти чегараси,0-12,Маҳаллий,Бувайда тумани
151,4К-915а,Бекобод қишлоғига (11 км),0-4,Маҳаллий,Бувайда тумани
152,4Н-931,Бекобод қ. — Файзобод қ.,0-2,Маҳаллий,Бувайда тумани
153,4Н-932,Шўрқишлоқ қ. — Шўртепа қ.,0-5,Маҳаллий,Бувайда тумани
154,4Н-933,Янгиқишлоқ қ. — Яланғоч қ.,0-3,Маҳаллий,Бувайда тумани
155,4Н-972,Янгиқўрғон қ. — Оқтом қ. — Каримбобо қ.,0-12,Маҳаллий,Бувайда тумани
156,4Н-972а,Қирғизқўрғонча қишлоғига (12 км),0-3,Маҳаллий,Бувайда тумани
157,4Н-972б, Қоратепа қишлоғига (12 км),0-4,Маҳаллий,Бувайда тумани
158,4Н-953 , Зиғир қ. — Гулистон қ.,3-4,Маҳаллий,Бувайда тумани
159,4Н-866, Янгиқўрғон қ. — Бувайда қ. — Гул қ.,0-3,Маҳаллий,Бувайда тумани
160,4Н-905,Деҳқонобод қ. — Ойимқишлоқ қ. — Чўл қ.,0-6,Маҳаллий,Бувайда тумани
161,4Н-906, Янгиҳаёт қ. — 4Р115 автойўли,0-3,Маҳаллий,Бувайда тумани
162,А-373,М39 автойўли — Гулистон — Бўка — Ангрен — Қўқон ва Андижон орқали — Ўш,334-342,Халқаро,Учкўприк тумани
163,А-373 б,Қўқон шаҳрига (208 — 274 км),34-43,Халқаро,Учкўприк тумани
164,4Р-153,Қўқон ш. — Мингтут қ. — Аэропорт — Сариқўрғон қ.,11-27,Давлат,Учкўприк тумани
165,4Р-260,Жомашуй ш. — Тегирмон қ. — Навбаҳор қ. — Қўқон ш.,58-66,Давлат,Учкўприк тумани
166,4Р-44 б,Фарғона ҳалқа йўлига,10-20,Давлат,Учкўприк тумани
